Symbol,Company Name,Market Cap,Sector,Price,Change 1D,Volume,PE Ratio
BCLI,Brainstorm Cell Therapeutics,135.68M,Health Care,3.74,9.04%,"742,396",0.00
DSP,Viant Technology,135.63M,Technology,10.06,-3.82%,"86,936",0.00
WTER,The Alkaline Water Company,135.63M,Consumer Staples,1.30,-2.26%,"803,452",0.00
GTBP,GT Biopharma,135.48M,Health Care,4.43,-4.11%,"88,518",0.00
GLEE,Gladstone Acquisition,135.37M,Blank Check / SPAC,9.97,0.05%,185,0.00
AMAO,American Acquisition Opportunity,135.35M,Blank Check / SPAC,10.04,0.60%,27,0.00
ACR,ACRES Commercial Realty,135.23M,Financials,14.35,0.63%,"36,544",4.51
WBEV,Winc,134.97M,Consumer Defensive,10.27,-2.75%,"31,323",0.00
CNTQ,Chardan NexTech Acquisition 2,134.87M,Blank Check / SPAC,9.99,0.10%,54,0.00
MDXH,MDxHealth,134.45M,Healthcare,8.62,-5.79%,"14,158",0.00
SYNL,Synalloy,133.84M,Materials,14.28,-1.52%,"24,896",37.29
OTRA,OTR Acquisition,133.74M,Blank Check / SPAC,10.10,0.10%,746,0.00
NTIC,Northern Technologies International,133.64M,Materials,14.67,-3.74%,"8,216",49.90
OVBC,Ohio Valley Banc,133.58M,Financials,28.00,-1.10%,"6,979",9.49
SBFG,SB Financial Group,133.56M,Financials,19.20,1.48%,"7,651",6.86
UBFO,United Security Bancshares,133.53M,Financials,7.85,-3.33%,"5,266",15.42
PNRG,PrimeEnergy Resources,133.51M,Energy,66.95,-1.02%,605,511.07
ORN,Orion Group Holdings,132.62M,Industrials,4.27,-1.84%,"92,498",0.00
NYMX,Nymox Pharmaceutical,132.29M,Health Care,1.58,2.60%,"8,090",0.00
KOSS,Koss Corporation,132.04M,Consumer Discretionary,14.45,-1.16%,"160,249",578.00
EUCR,Eucrates Biomedical Acquisition,131.90M,Blank Check / SPAC,9.80,-,0,0.00
PBYI,Puma Biotechnology,131.86M,Health Care,3.23,-7.33%,"537,828",0.00
OFED,Oconee Federal Financial,131.62M,Financials,23.55,-5.61%,171,36.85
IMV,IMV Inc.,131.43M,Health Care,1.60,-4.19%,"381,319",0.00
NXTP,NextPlay Technologies,131.36M,Technology,1.15,-,"842,084",0.00
SVRA,Savara,130.95M,Health Care,1.15,-3.36%,"210,781",0.00
ASC,Ardmore Shipping,130.93M,Energy,3.81,-5.69%,"166,264",0.00
DVD,Dover Motorsports,130.76M,Consumer Discretionary,3.59,-0.28%,"21,297",10.26
LMAO,LMF Acquisition Opportunities,130.28M,Blank Check / SPAC,9.99,-0.40%,850,0.00
KFS,Kingsway Financial Services,129.98M,Financials,5.41,-1.10%,"16,078",0.00
VMAC,Vistas Media Acquisition,129.84M,Blank Check / SPAC,10.12,-0.10%,779,34.66
ARC,ARC Document Solutions,129.81M,Industrials,3.01,1.69%,"98,936",16.72
DPW,Ault Global Holdings,129.80M,Industrials,1.80,-5.26%,"2,937,103",2.91
PYPD,PolyPid,129.80M,Healthcare,6.92,-0.14%,"13,582",0.00
LFMD,LifeMD,129.72M,Healthcare,4.24,-0.93%,"185,774",0.00
OTEC,OceanTech Acquisitions I,129.59M,Blank Check / SPAC,9.96,-,0,0.00
YTRA,Yatra Online,129.38M,Consumer Discretionary,2.08,-7.56%,"286,000",0.00
LJPC,La Jolla Pharmaceutical,129.36M,Health Care,4.70,0.86%,"51,780",12.37
PTN,Palatin Technologies,128.97M,Health Care,0.56,8.40%,"40,037,165",0.00
CRDL,Cardiol Therapeutics,128.90M,Healthcare,2.16,-2.26%,"548,444",0.00
RVI,Retail Value,128.60M,Real Estate,6.09,-4.55%,"227,124",0.00
MLVF,Malvern Bancorp,128.59M,Financials,16.87,1.93%,"1,379",49.04
ALOT,AstroNova,128.54M,Information Technology,17.72,0.17%,"5,254",15.21
TLSA,Tiziana Life Sciences,128.44M,Health Care,1.32,0.76%,"42,742",0.00
SRAX,"SRAX, Inc.",128.07M,Communication Services,5.09,-,"77,919",0.00
REVE,Alpine Acquisition,127.89M,Blank Check / SPAC,10.09,-,7,0.00
CULP,"Culp, Inc.",127.89M,Consumer Discretionary,10.48,-0.76%,"5,623",15.90
LXEH,Lixiang Education,127.73M,Consumer Defensive,9.58,-,0,19.75
SGTX,Sigilon Therapeutics,127.62M,Healthcare,3.95,-4.59%,"48,295",0.00
UBX,Unity Biotechnology,127.57M,Health Care,2.21,-4.74%,"624,362",0.00
ROCG,Roth CH Acquisition IV,127.30M,Blank Check / SPAC,9.85,-0.20%,2,0.00
UGRO,Urban-gro,127.21M,Industrials,11.03,0.27%,"145,390",0.00
NEON,Neonode,126.93M,Information Technology,9.36,-6.68%,"78,371",0.00
OTRK,Ontrak,126.87M,Health Care,6.62,-3.64%,"293,586",0.00
KUKE,Kuke Music,126.84M,Communication Services,4.29,0.47%,"22,646",0.00
SPI,SPI Energy,126.71M,Information Technology,5.31,-4.67%,"428,326",0.00
INAB,IN8bio,126.59M,Healthcare,6.75,1.96%,"14,053",0.00
SUP,Superior Industries International,126.11M,Consumer Discretionary,4.82,-2.03%,"86,485",0.00
VGFC,Very Good Food Company,126.00M,Consumer Defensive,1.05,-8.70%,"1,136,691",0.00
AEHA,Aesther Healthcare Acquisition,126.00M,Blank Check / SPAC,10.00,-,0,0.00
TOUR,Tuniu Corporation,125.99M,Consumer Discretionary,1.02,-7.27%,"186,142",0.00
GMTX,Gemini Therapeutics,125.88M,Healthcare,2.92,-5.81%,"63,245",0.00
SCPH,scPharmaceuticals,125.84M,Health Care,4.60,-3.77%,"13,853",0.00
CNCE,Concert Pharmaceuticals,125.82M,Health Care,3.63,-3.97%,"117,644",0.00
CBFV,CB Financial Services,125.63M,Financials,23.60,-1.26%,"3,131",16.62
AE,Adams Resources &amp; Energy,125.40M,Energy,28.80,-1.67%,"3,438",8.29
IPA,ImmunoPrecise Antibodies,125.16M,Healthcare,6.42,14.23%,"313,057",0.00
CASI,CASI Pharmaceuticals,125.12M,Health Care,0.90,-5.22%,"584,408",0.00
GNE,Genie Energy,125.00M,Utilities,4.97,-2.17%,"16,750",0.00
PROV,Provident Financial Holdings,124.76M,Financials,16.74,-0.59%,"2,857",14.57
ADES,Advanced Emissions Solutions,124.70M,Materials,6.61,-0.90%,"105,544",2.20
EPSN,Epsilon Energy,124.54M,Energy,5.30,2.91%,"3,698",26.11
ETTX,Entasis Therapeutics,124.33M,Health Care,2.61,-5.78%,"68,963",0.00
BLRX,BioLineRx,124.21M,Health Care,2.60,-1.52%,"255,284",0.00
FARM,Farmer Brothers,123.86M,Consumer Staples,6.85,-3.52%,"132,649",0.00
LSF,Laird Superfood,123.59M,Consumer Defensive,13.65,-5.41%,"16,732",0.00
CIH,China Index Holdings,123.37M,Industrials,1.37,0.74%,"6,007",2.68
TMPM,Turmeric Acquisition,123.31M,Blank Check / SPAC,9.78,-,264,0.00
MBII,Marrone Bio Innovations,123.30M,Materials,0.70,-3.93%,"718,291",0.00
EXTN,Exterran,123.22M,Energy,3.70,-3.14%,"275,404",0.00
RNDB,Randolph Bancorp,123.17M,Financials,24.15,1.65%,"1,676",8.89
RDIB,Reading International,123.10M,Communication Services,26.20,-10.12%,149,40.94
TLIS,Talis Biomedical,122.80M,Healthcare,4.73,-0.42%,"129,998",0.00
CTG,Computer Task Group,122.43M,Information Technology,7.98,-1.36%,"9,081",16.98
SFE,Safeguard Scientifics,122.31M,Financials,7.41,-2.88%,"10,631",5.46
RBKB,Rhinebeck Bancorp,122.12M,Financials,10.81,-1.10%,"3,896",10.70
BRAG,Bragg Gaming Group,122.00M,Communication Services,6.10,-3.17%,"84,772",0.00
ISPC,iSpecimen,121.97M,Healthcare,17.51,71.67%,"70,563,289",0.00
RFL,Rafael Holdings,121.90M,Real Estate,5.90,-5.75%,"192,166",0.00
FUNC,First United,121.83M,Financials,19.72,-3.00%,"1,881",8.01
BWAY,Brainsway,121.66M,Health Care,7.35,-4.92%,"6,913",0.00
VLN,Valens Semiconductor,121.64M,Technology,9.24,-2.22%,"25,310",0.00
OPOF,Old Point Financial,121.44M,Financials,23.15,1.94%,17,16.64
TZOO,Travelzoo,121.34M,Communication Services,9.39,-3.79%,"93,399",23.89
VEV,Vicinity Motor,121.28M,Consumer Cyclical,3.47,-2.53%,"21,281",0.00
FTFT,Future FinTech Group,121.22M,Consumer Staples,1.73,2.37%,"692,809",0.00
ADMP,Adamis Pharmaceuticals,121.18M,Health Care,0.81,-0.55%,"2,431,572",0.00
LIZI,Lizhi Inc.,121.17M,Communication Services,2.41,-6.23%,"411,829",0.00
AYLA,Ayala Pharmaceuticals,121.04M,Healthcare,9.14,-3.79%,"3,547",0.00
VTVT,vTv Therapeutics,120.65M,Health Care,1.34,-2.19%,"182,157",0.00
MOVE,Movano,120.60M,Information Technology,3.68,0.27%,"16,240",0.00
WATT,Energous,120.20M,Industrials,1.49,-3.87%,"1,482,649",0.00
KALA,Kala Pharmaceuticals,120.20M,Health Care,1.85,-3.65%,"798,570",0.00
ADOC,Edoc Acquisition,120.16M,Blank Check / SPAC,10.18,-,20,0.00
AUBN,Auburn National Bancorporation,120.12M,Financials,34.05,1.04%,"1,622",14.72
HIL,Hill International,119.59M,Industrials,2.11,-1.86%,"60,714",0.00
AMPY,Amplify Energy,119.30M,Energy,3.14,-4.56%,"704,488",0.00
ANIX,Anixa Biosciences,119.20M,Health Care,3.98,-1.24%,"68,672",0.00
ORPH,Orphazyme,119.19M,Healthcare,3.30,-2.94%,"319,211",0.00
ISDR,Issuer Direct,119.04M,Information Technology,31.40,-2.70%,"27,248",39.70
CLXT,Calyxt,118.60M,Health Care,3.08,-3.75%,"34,170",0.00
IVAC,Intevac,118.28M,Information Technology,4.81,-1.43%,"28,796",0.00
OSMT,Osmotica Pharmaceuticals,118.25M,Health Care,1.42,-4.70%,"238,090",0.00
VERY,Vericity,118.11M,Financials,7.94,3.93%,582,0.00
AQMS,Aqua Metals,118.01M,Industrials,1.69,-2.87%,"517,356",0.00
GMBL,Esports Entertainment,117.55M,Consumer Discretionary,5.25,-1.87%,"278,321",0.00
ACU,Acme United,117.43M,Industrials,32.99,1.01%,"5,953",9.61
GEOS,Geospace Technologies,117.37M,Energy,8.89,-0.11%,"17,514",0.00
MCHX,Marchex,117.18M,Communication Services,2.82,0.36%,"60,968",0.00
OPNT,Opiant Pharmaceuticals,116.87M,Health Care,24.76,-4.62%,"12,605",80.92
AAIC,Arlington Asset Investment,116.79M,Financials,3.71,-1.07%,"95,823",0.00
SANW,S&amp;W Seed Company,116.53M,Consumer Staples,3.01,-0.99%,"53,546",0.00
VNCE,Vince Holding,116.28M,Consumer Discretionary,9.75,-2.50%,"5,860",0.00
ISSC,Innovative Solutions &amp; Support,116.24M,Industrials,6.74,-,"1,559",24.16
OTIC,Otonomy,116.20M,Health Care,2.05,-5.09%,"99,460",0.00
VYGR,Voyager Therapeutics,116.15M,Health Care,3.06,-5.26%,"175,567",0.00
SIOX,Sio Gene Therapies,116.11M,Healthcare,1.58,-3.66%,"463,139",0.00
IVC,Invacare,115.92M,Health Care,3.31,-4.89%,"495,571",0.00
TRVN,Trevena,115.86M,Health Care,0.70,-3.04%,"875,179",0.00
CSBR,Champions Oncology,115.83M,Health Care,8.63,-4.11%,829,"8,630.00"
TACT,TransAct Technologies,115.55M,Information Technology,11.75,1.91%,"16,321",0.00
MYNZ,Mainz Biomed,115.34M,Healthcare,9.85,-2.96%,"113,253",0.00
HTBX,Heat Biologics,115.33M,Health Care,4.54,1.57%,"216,347",0.00
SLGG,Super League Gaming,115.21M,Communication Services,3.22,-6.40%,"569,728",0.00
SLS,SELLAS Life Sciences Group,115.09M,Health Care,7.04,0.57%,"79,767",0.00
RCAT,Red Cat,114.88M,Technology,2.14,-6.55%,"422,134",0.00
HYRE,HyreCar,114.21M,Consumer Discretionary,5.31,-5.85%,"222,514",0.00
DLNG,Dynagas LNG Partners,114.09M,Energy,3.10,0.32%,"22,684",3.36
LODE,Comstock Mining,113.62M,Materials,1.74,-0.57%,"231,286",0.00
PCYG,Park City Group,113.46M,Information Technology,5.85,0.52%,"14,285",29.25
FSTX,F-star Therapeutics,113.43M,Healthcare,5.50,0.92%,"136,354",0.00
MSAC,Medicus Sciences Acquisition,113.01M,Blank Check / SPAC,9.73,-0.10%,"1,315",0.00
QLI,Qilian International,112.97M,Healthcare,3.16,-,"11,494",27.72
AXLA,Axcella Health,112.86M,Health Care,2.90,-2.36%,"51,291",0.00
ELA,Envela,112.81M,Consumer Discretionary,4.19,0.48%,"19,905",12.70
NMRD,Nemaura Medical,112.81M,Health Care,4.84,1.47%,"11,826",0.00
FONR,Fonar Corporation,112.79M,Health Care,16.88,-0.76%,"4,755",10.81
OESX,Orion Energy Systems,112.48M,Industrials,3.62,-0.82%,"93,127",3.53
ASMB,Assembly Biosciences,112.47M,Health Care,2.35,1.29%,"728,985",0.00
EVAX,Evaxion Biotech,112.47M,Healthcare,4.86,-4.14%,"278,355",0.00
BKSC,Bank of South Carolina,112.34M,Financials,20.29,-1.27%,986,16.50
ANGN,Angion Biomedica,112.34M,Healthcare,3.75,-5.78%,"115,945",0.00
AREC,American Resources,112.32M,Energy,1.87,-3.11%,"1,598,789",0.00
CXDO,Crexendo,112.11M,Information Technology,5.17,-1.90%,"19,508",18.80
CWBC,Community West Bancshares,112.01M,Financials,13.00,-0.76%,"3,518",8.78
XFOR,X4 Pharmaceuticals,111.68M,Health Care,4.52,-3.42%,"43,963",0.00
HMNF,HMN Financial,111.42M,Financials,24.25,1.46%,810,7.51
BFRA,Biofrontera AG,110.88M,Health Care,3.91,-6.24%,"120,013",0.00
PBIP,Prudential Bancorp,110.79M,Financials,14.26,-1.66%,"1,196",18.10
MSGM,Motorsport Games,110.77M,Communication Services,9.52,-2.16%,"2,019",0.00
CRBP,Corbus Pharmaceuticals,110.70M,Health Care,0.88,-3.06%,"356,156",0.00
IZEA,IZEA Worldwide,110.36M,Communication Services,1.78,-0.56%,"581,895",0.00
SRGA,Surgalign Holdings,110.30M,Healthcare,0.79,-4.31%,"1,583,589",0.00
LMPX,LMP Automotive Holdings,110.10M,Consumer Discretionary,11.09,-1.86%,"24,615",0.00
DCGO,DocGo,109.82M,Financial Services,7.64,-3.90%,"184,730",0.00
LIQT,LiqTech International,109.54M,Industrials,5.03,-0.59%,"20,418",0.00
PFX,PhenixFIN,109.41M,Financials,41.15,-2.49%,"8,976",11.63
FVAM,5:01 Acquisition,109.35M,Blank Check / SPAC,9.90,0.51%,"19,400",0.00
SNMP,Evolve Transition Infrastructure,109.25M,Energy,0.92,-4.87%,"890,639",0.00
PHAS,PhaseBio Pharmaceuticals,109.16M,Health Care,2.27,-4.22%,"468,932",0.00
SFBC,Sound Financial Bancorp,109.09M,Financials,41.68,-4.29%,"2,261",10.14
OCCI,OFS Credit Company,108.98M,Financial Services,13.46,-1.39%,"26,038",3.55
STIM,Neuronetics,108.64M,Health Care,4.12,-4.41%,"107,201",0.00
ELVT,Elevate Credit,108.13M,Financials,3.32,-3.49%,"139,436",0.00
MDNA,Medicenna Therapeutics,108.02M,Healthcare,2.01,-1.47%,"52,361",0.00
WWR,Westwater Resources,107.94M,Energy,3.06,-1.29%,"308,585",0.00
TTOO,T2 Biosystems,107.91M,Health Care,0.65,0.03%,"2,857,118",0.00
BTTR,Better Choice Company,107.90M,Consumer Defensive,3.69,-3.91%,"94,343",0.00
MMLP,Martin Midstream Partners,107.84M,Energy,2.77,-1.42%,"32,705",0.00
BSGM,BioSig Technologies,107.57M,Health Care,3.08,-,"109,250",0.00
CDOR,Condor Hospitality Trust,107.47M,Real Estate,7.30,-,"21,562",0.00
STAB,Statera Biopharma,107.20M,Healthcare,3.34,-5.11%,"59,252",0.00
CAAS,China Automotive Systems,106.75M,Consumer Discretionary,3.46,-1.14%,"47,200",37.20
ASLN,ASLAN Pharmaceuticals,106.51M,Health Care,1.53,2.68%,"143,470",0.00
FVE,Five Star Senior Living,106.36M,Health Care,3.35,-5.37%,"56,949",0.00
EYEN,Eyenovia,106.21M,Health Care,3.74,-,"170,376",0.00
CYCN,Cyclerion Therapeutics,106.12M,Health Care,2.45,-7.55%,"625,364",0.00
BOXL,Boxlight,106.12M,Information Technology,1.71,2.40%,"1,595,416",0.00
CCEL,Cryo-Cell International,105.43M,Health Care,12.36,0.28%,61,25.75
GSMG,Glory Star New Media Group Holdings,105.38M,Communication Services,1.56,-0.64%,"157,852",2.83
FET,Forum Energy Technologies,105.14M,Energy,18.51,-3.54%,"14,353",0.00
SMHI,Seacor Marine Holdings,105.06M,Energy,4.31,-3.79%,"18,446",10.94
LITM,Snow Lake Resources,105.04M,Materials,6.48,-5.26%,"309,987",0.00
BRID,Bridgford Foods,104.38M,Consumer Staples,11.50,-1.54%,"3,470",575.00
JAKK,JAKKS Pacific,104.35M,Consumer Discretionary,10.98,-5.51%,"136,639",0.00
PCTI,"PCTEL, Inc.",104.26M,Information Technology,5.64,-1.23%,"17,048",60.00
VVPR,VivoPower International,104.14M,Utilities,4.69,-1.68%,"79,444",0.00
SLNG,Stabilis Solutions,104.02M,Energy,5.88,-2.16%,694,0.00
STCN,Steel Connect,103.95M,Information Technology,1.72,-2.27%,"16,943",0.00
ETON,Eton Pharmaceuticals,103.81M,Health Care,4.22,-2.31%,"141,412",0.00
DYAI,Dyadic International,103.61M,Health Care,3.69,-4.90%,"84,626",0.00
INTG,InterGroup Corporation,103.48M,Real Estate,46.55,0.11%,10,30.75
IRIX,IRIDEX Corporation,103.44M,Health Care,6.52,-1.81%,"69,823",0.00
SREV,ServiceSource International,103.03M,Information Technology,1.04,-3.70%,"144,843",0.00
SRTS,Sensus Healthcare,103.03M,Health Care,6.20,-,"186,043",0.00
DXYN,Dixie Group,103.02M,Consumer Discretionary,6.52,-4.96%,"64,737",54.79
TRX,Tanzanian Gold,102.95M,Materials,0.40,-1.96%,"590,468",0.00
DTEA,DAVIDsTEA,102.80M,Consumer Discretionary,3.90,-8.45%,"112,955",1.99
SSBI,Summit State Bank,102.79M,Financials,15.39,-2.29%,483,7.39
MTBC,CareCloud,102.78M,Health Care,6.91,-1.29%,"26,200",0.00
CCM,Concord Medical Services,102.46M,Health Care,2.36,-,0,0.00
MRKR,Marker Therapeutics,102.19M,Health Care,1.23,-,"441,837",0.00
VERB,Verb Technology Company,102.14M,Information Technology,1.51,-2.58%,"526,104",0.00
AGTC,Applied Genetic Technologies,102.02M,Health Care,2.38,-2.46%,"329,779",0.00
GASS,StealthGas,101.62M,Energy,2.66,-0.37%,"77,831",42.90
NBSE,NeuBase Therapeutics,101.42M,Health Care,3.10,-4.91%,"61,008",0.00
WKEY,WISeKey International Holding,101.35M,Information Technology,5.08,-1.74%,"105,361",0.00
QRHC,Quest Resource Holding,101.34M,Industrials,5.39,-2.71%,"89,428",43.12
PAYS,PaySign,101.32M,Information Technology,1.96,-2.49%,"177,852",0.00
GBNH,Greenbrook TMS,101.29M,Healthcare,5.69,-9.54%,"36,234",0.00
CLAY,Chavant Capital Acquisition,101.25M,Blank Check / SPAC,9.83,-0.61%,216,0.00
SNCE,Science 37,101.21M,Healthcare,10.11,2.54%,"95,779",0.00
ONCY,Oncolytics Biotech,101.18M,Health Care,1.81,-3.72%,"130,092",0.00
CMMB,Chemomab Therapeutics,101.13M,Healthcare,8.87,-0.22%,"25,232",0.00
AFBI,Affinity Bancshares,101.03M,Financials,14.70,-1.67%,"6,277",13.16
DIT,AMCON Distributing,100.97M,Consumer Discretionary,173.25,-1.22%,"1,243",6.33
AVCT,American Virtual Cloud Technologies,100.96M,Information Technology,1.49,-6.88%,"86,529",0.00
CIZN,Citizens Holding Company,100.72M,Financials,18.00,-1.21%,"1,125",12.71
ARDX,Ardelyx,100.62M,Health Care,0.89,-3.47%,"1,693,325",0.00
LTRN,Lantern Pharma,100.24M,Health Care,8.96,-2.61%,"29,494",0.00
OSS,One Stop Systems,100.24M,Information Technology,5.37,-2.01%,"80,635",33.15
PBHC,Pathfinder Bancorp,100.12M,Financials,16.81,-1.00%,736,9.19
LPCN,Lipocine,99.77M,Health Care,1.13,-3.42%,"329,013",0.00
DMAC,DiaMedica Therapeutics,99.68M,Health Care,3.77,-3.58%,"72,276",0.00
PEI,Pennsylvania REIT,99.45M,Real Estate,1.24,4.20%,"345,280",0.00
LBPH,Longboard Pharmaceuticals,99.16M,Healthcare,5.76,-3.84%,"1,786",0.00
ELMD,Electromed,98.89M,Health Care,11.54,-3.43%,"18,686",44.39
ENTX,Entera Bio,98.73M,Health Care,3.43,0.59%,"39,829",0.00
CDTX,Cidara Therapeutics,98.03M,Health Care,1.47,-2.65%,"275,774",0.00
AGFS,AgroFresh Solutions,97.88M,Materials,1.87,-3.61%,"129,416",0.00
HOOK,HOOKIPA Pharma,97.67M,Health Care,3.26,-6.32%,"159,150",0.00
PRPH,ProPhase Labs,97.59M,Health Care,6.29,7.89%,"142,606",0.00
HCWB,HCW Biologics,97.54M,Healthcare,2.73,-3.19%,"66,831",0.00
AXR,AMREP Corporation,96.99M,Industrials,13.22,-4.13%,"1,705",11.87
COMS,ComSovereign Holding,96.76M,Communication Services,1.15,-1.71%,"341,164",0.00
NOVN,Novan,96.71M,Health Care,5.14,-2.28%,"111,133",0.00
AIRG,Airgain,96.41M,Information Technology,9.55,-0.21%,"46,304",0.00
LFT,Lument Finance Trust,96.05M,Real Estate,3.85,-1.53%,"38,175",12.96
PED,Pedevco,96.00M,Energy,1.14,-0.87%,"983,707",0.00
PESI,Perma-Fix Environmental Services,95.81M,Industrials,7.25,-0.68%,"10,566",27.26
USWS,U.S. Well Services,95.80M,Energy,1.83,-2.66%,"462,794",0.00
SIEB,Siebert Financial,95.78M,Financials,2.88,-2.37%,"19,532",16.27
OPTT,Ocean Power Technologies,95.47M,Industrials,1.82,-1.62%,"856,724",0.00
GNLN,Greenlane Holdings,95.44M,Consumer Discretionary,1.26,-4.55%,"1,151,332",0.00
AP,Ampco-Pittsburgh,95.09M,Materials,4.98,-1.39%,"7,282",55.33
OBCI,Ocean Bio-Chem,94.86M,Consumer Staples,10.00,2.56%,"3,809",10.95
LOGC,LogicBio Therapeutics,94.79M,Health Care,2.94,-6.37%,"41,102",0.00
CGA,China Green Agriculture,94.73M,Materials,11.16,2.58%,"7,730",0.00
COCP,Cocrystal Pharma,94.53M,Health Care,0.97,18.57%,"3,315,953",0.00
NYC,New York City REIT,94.41M,Real Estate,7.21,0.28%,"41,991",0.00
CTHR,Charles &amp; Colvard,94.29M,Consumer Discretionary,3.10,-2.52%,"120,671",7.47
UBCP,United Bancorp,94.19M,Financials,15.76,1.68%,897,9.40
IDN,Intellicheck,94.05M,Information Technology,5.02,-3.46%,"85,459",0.00
BHSE,Bull Horn Holdings,93.84M,Blank Check / SPAC,10.01,0.20%,831,0.00
OCG,Oriental Culture Holding,93.84M,Consumer Cyclical,4.59,-0.43%,"112,764",7.13
TUSK,Mammoth Energy Services,93.84M,Energy,2.01,4.15%,"396,506",0.00
HEPA,Hepion Pharmaceuticals,93.76M,Health Care,1.23,-4.65%,"1,119,889",0.00
NICK,Nicholas Financial,93.48M,Financials,12.14,-0.33%,"1,775",10.28
INPX,Inpixon,93.33M,Information Technology,0.75,1.84%,"658,772",0.00
QH,Quhuo,93.26M,Technology,1.78,-0.56%,"78,550",0.00
SOTK,Sono-Tek Corporation,93.26M,Information Technology,6.00,0.67%,"25,121",40.27
GANX,Gain Therapeutics,93.26M,Healthcare,7.85,-2.61%,"31,541",0.00
WFCF,Where Food Comes From,93.18M,Information Technology,15.25,0.07%,"7,299",33.81
GLYC,GlycoMimetics,92.61M,Health Care,1.79,-1.10%,"233,203",0.00
GECC,Great Elm Capital,92.56M,Financials,3.44,-0.29%,"58,744",35.46
AFIB,Acutus Medical,92.49M,Healthcare,3.31,-3.78%,"368,630",0.00
CULL,Cullman Bancorp,92.35M,Financials,12.47,-0.64%,"1,251",24.40
ASM,Avino Silver &amp; Gold Mines,92.10M,Materials,0.90,-3.42%,"279,862",0.00
FEIM,Frequency Electronics,92.09M,Information Technology,9.96,2.47%,"1,555",0.00
WLMS,Williams Industrial Services,92.00M,Industrials,3.55,-2.20%,"97,265",82.56
UBOH,United Bancshares,91.31M,Financials,27.00,-2.88%,181,7.15
ATXS,Astria Therapeutics,90.81M,Healthcare,6.98,0.58%,"14,622",0.00
MOXC,Moxian,89.94M,Consumer Discretionary,4.65,-4.71%,"46,064",0.00
JRSH,Jerash Holdings,89.92M,Consumer Discretionary,7.29,-0.27%,"25,605",11.55
GPL,Great Panther Mining,89.78M,Materials,0.25,-4.73%,"3,370,385",0.00
LUB,"Luby's, Inc.",89.50M,Consumer Discretionary,2.89,-0.34%,"10,595",0.00
LFVN,LifeVantage Corporation,89.39M,Consumer Staples,6.75,-4.93%,"41,204",6.87
ITRM,Iterum Therapeutics,89.18M,Health Care,0.49,-1.63%,"2,655,069",0.00
APRE,Aprea Therapeutics,89.08M,Health Care,4.15,-3.49%,"231,236",0.00
UCL,uCloudlink Group,88.98M,Communication Services,2.81,-2.77%,"58,754",0.00
ULBI,Ultralife,88.93M,Industrials,5.53,-0.90%,"19,553",29.42
BFRI,Biofrontera,87.69M,Healthcare,7.90,51.34%,"103,210,039",0.00
SALM,Salem Media Group,87.55M,Communication Services,3.02,-1.63%,"107,483",2.92
PCSA,Processa Pharmaceuticals,86.91M,Healthcare,5.53,-3.15%,"31,658",0.00
GTEC,Greenland Technologies Holding,86.88M,Industrials,7.64,-4.26%,"967,579",7.40
LSBK,Lake Shore Bancorp,86.86M,Financials,15.23,0.53%,"1,053",16.03
EDSA,Edesa Biotech,86.69M,Health Care,6.54,-1.80%,"124,485",0.00
SND,Smart Sand,86.46M,Energy,1.91,-3.05%,"109,288",0.00
PSTI,Pluristem Therapeutics,86.35M,Health Care,2.69,2.28%,"130,588",0.00
IMRA,IMARA Inc.,86.18M,Healthcare,3.28,-4.09%,"46,851",0.00
YCBD,cbdMD,86.09M,Health Care,1.49,-5.10%,"182,189",0.00
GROW,U.S. Global Investors,86.07M,Financials,5.72,-4.03%,"29,625",2.51
AEYE,AudioEye,85.95M,Information Technology,7.57,-4.42%,"25,079",0.00
IPWR,Ideal Power,85.85M,Industrials,14.62,-2.53%,"13,350",0.00
ABVC,ABVC BioPharma,85.84M,Healthcare,3.20,1.27%,"252,263",0.00
OPTN,OptiNose,85.83M,Health Care,1.61,-4.73%,"267,236",0.00
PHX,PHX Minerals,85.80M,Energy,2.62,-5.07%,"171,135",0.00
ASPU,Aspen Group,85.72M,Consumer Discretionary,3.43,5.86%,"159,140",0.00
RCOR,Renovacor,85.70M,Healthcare,8.75,1.10%,"10,151",0.00
VGZ,Vista Gold,85.48M,Materials,0.73,0.26%,"125,183",0.00
VBFC,Village Bank &amp; Trust Financial,85.47M,Financials,56.90,2.69%,860,6.35
BPT,BP Prudhoe Bay Royalty Trust,84.96M,Energy,3.97,-2.70%,"196,439",39.31
EVGN,Evogene,84.93M,Health Care,2.03,0.50%,"152,220",0.00
